url,listing_id,category,subcategory,brand,title,price,original_price,has_discount,condition,color,size,description_text,description_length,description_word_count,photo_count,like_count,comment_count,shipping_info,shipping_buyer_pays,seller_username,seller_listing_count,is_sold,scraped_at,cohort_id,category_scraped,has_real_label,sold_within_7_days,label_status,label_source,status,checked_at,category_path,seller_rating_count,brand_clean,size_extracted,size_final,condition_clean,condition_ordinal,desc_is_placeholder,is_price_outlier,is_like_outlier
https://dolap.com/urun/h-m-siyah-sweatshirt-az-kullanilmis-minnakiro-445918476,445918476,,,H&M - S / 36 Beden,H&M Siyah Sweatshirt Az Kullanılmış Online Satın Al,650.0,,False,Yeni & Etiketli,Siyah,,H&M Siyah Sweatshirt Az Kullanılmış Online Satın Al,51,8,5,99,0,Ücretsiz Kargo,False,minnakiro,1322,False,2026-03-08 15:03:17.140420,20250712,kazak,True,1.0,sold,official_labels_jsonl,sold,2026-03-15T19:01:12.682997,,,H&M,S / 36 Beden,S / 36 Beden,Yeni & Etiketli,3,True,False,True
https://dolap.com/urun/defacto-lacivert-gomlek-az-kullanilmis-minnakiro-445919823,445919823,,,Defacto - XL / 42 Beden,Defacto Lacivert Gömlek Az Kullanılmış Online Satın Al,600.0,,False,Yeni & Etiketli,Lacivert,,Defacto Lacivert Gömlek Az Kullanılmış Online Satın Al,54,8,5,99,0,Ücretsiz Kargo,False,minnakiro,1322,False,2026-03-08 15:03:20.619668,20250712,kazak,True,1.0,sold,official_labels_jsonl,sold,2026-03-15T19:01:17.434454,,,Defacto,XL / 42 Beden,XL / 42 Beden,Yeni & Etiketli,3,True,False,True
https://dolap.com/urun/accort-cicek-desenli-etek-az-kullanilmis-minnakiro-444664081,444664081,,,Accort - L / 40 Beden,Accort Çiçek Desenli Etek Az Kullanılmış Online Satın Al,1500.0,,False,Az Kullanılmış,Çiçek Desenli,,Accort Çiçek Desenli Etek Az Kullanılmış Online Satın Al,56,9,8,116,0,Ücretsiz Kargo,False,minnakiro,1322,False,2026-03-08 15:03:54.331042,20250712,kazak,True,1.0,sold,official_labels_jsonl,sold,2026-03-15T19:01:42.380469,,,Accort,L / 40 Beden,L / 40 Beden,Az Kullanılmış,1,True,False,True
https://dolap.com/urun/diger-siyah-kazak-az-kullanilmis-minnakiro-445904421,445904421,,,Diğer - M / 38 Beden,Diğer Siyah Kazak Az Kullanılmış Online Satın Al,650.0,,False,Yeni & Etiketli,Siyah,,Diğer Siyah Kazak Az Kullanılmış Online Satın Al,48,8,6,70,0,Ücretsiz Kargo,False,minnakiro,1322,False,2026-03-08 15:04:02.465931,20250712,kazak,True,1.0,sold,official_labels_jsonl,sold,2026-03-15T19:01:51.135916,,,Diğer,M / 38 Beden,M / 38 Beden,Yeni & Etiketli,3,True,False,True
https://dolap.com/urun/diger-beyaz-kazak-az-kullanilmis-minnakiro-445905200,445905200,,,Diğer - L / 40 Beden,Diğer Beyaz Kazak Az Kullanılmış Online Satın Al,630.0,,False,Yeni & Etiketli,Beyaz,,Diğer Beyaz Kazak Az Kullanılmış Online Satın Al,48,8,6,104,0,Ücretsiz Kargo,False,minnakiro,1322,False,2026-03-08 15:04:07.088899,20250712,kazak,True,1.0,sold,official_labels_jsonl,sold,2026-03-15T19:01:55.351397,,,Diğer,L / 40 Beden,L / 40 Beden,Yeni & Etiketli,3,True,False,True
https://dolap.com/urun/zara-fume-kot-ceket-az-kullanilmis-markalidolap4444-445812340,445812340,,,Zara - M / 38 Beden,Zara Füme Kot Ceket Az Kullanılmış Online Satın Al,249.0,1500.0,True,Yeni & Etiketli,Füme,PAYLA,"Üzeri taş ve işlemelerle süslenmiş, eskitme görünümlü siyah kot ceket. Oversize kesimi ve yırtık detayları ile modern bir stil sunar. Standart beden uzun boy",157,24,7,0,0,Alıcı Ödemeli Kargo,True,markalidolap4444,120,False,2026-03-08 15:11:59.812263,20250712,elbise,True,1.0,sold,official_labels_jsonl,sold,2026-03-15T19:08:56.795050,,,Zara,M / 38 Beden,PAYLA,Yeni & Etiketli,3,False,False,False
https://dolap.com/urun/orfeonegro-bej-gomlek-az-kullanilmis-markalidolap4444-445812306,445812306,,,Orfeonegro - M / 38 Beden,Orfeonegro Bej Gömlek Az Kullanılmış Online Satın Al,160.0,4000.0,True,Az Kullanılmış,Bej,PAYLA,Orfeonegro Bej Gömlek Az Kullanılmış Online Satın Al,52,8,6,2,0,Alıcı Ödemeli Kargo,True,markalidolap4444,120,False,2026-03-08 15:12:04.481155,20250712,elbise,True,1.0,sold,official_labels_jsonl,sold,2026-03-15T19:09:02.482432,,,Orfeonegro,M / 38 Beden,PAYLA,Az Kullanılmış,1,True,False,False
https://dolap.com/urun/abercrombie-fitch-gri-esofman-alti-az-kullanilmis-roomvintage-445883418,445883418,,,Abercrombie & Fitch - Tek Ebat Beden,Abercrombie & Fitch Gri Eşofman Altı Az Kullanılmış Online Satın Al,129.0,,False,Az Kullanılmış,Gri,PAYLA,Abercrombie & Fitch - Tek Ebat Beden,36,7,5,7,0,Alıcı Ödemeli Kargo,True,roomvintage,113,False,2026-03-08 15:15:18.980567,20250712,elbise,True,1.0,sold,official_labels_jsonl,sold,2026-03-15T19:12:38.318961,,,Abercrombie & Fitch,Tek Ebat Beden,PAYLA,Az Kullanılmış,1,False,False,False
https://dolap.com/urun/diger-siyah-blazer-ceket-az-kullanilmis-roomvintage-445762829,445762829,,,Diğer - M / 38 Beden,Diğer Siyah Blazer / Ceket Az Kullanılmış Online Satın Al,199.0,,False,Az Kullanılmış,Siyah,PAYLA,Diğer - M / 38 Beden,20,6,8,2,0,Alıcı Ödemeli Kargo,True,roomvintage,113,False,2026-03-08 15:16:32.242984,20250712,elbise,False,1.0,,none,sold,,,,Diğer,M / 38 Beden,PAYLA,Az Kullanılmış,1,False,False,False
https://dolap.com/urun/fenerium-lacivert-polar-az-kullanilmis-roomvintage-445761426,445761426,,,Fenerium - M/L Beden,Fenerium Lacivert Polar Az Kullanılmış Online Satın Al,229.0,,False,Az Kullanılmış,Lacivert,PAYLA,Fenerium - M/L Beden,20,4,6,4,0,Alıcı Ödemeli Kargo,True,roomvintage,113,False,2026-03-08 15:16:36.293533,20250712,elbise,False,1.0,,none,sold,,,,Fenerium,M/L Beden,PAYLA,Az Kullanılmış,1,False,False,False
https://dolap.com/urun/bershka-siyah-body-yeni-etiketli-ucuzvemarkadolap-444832848,444832848,,,Bershka - S / 36 Beden,Bershka Siyah Body Yeni & Etiketli Online Satın Al,710.0,,False,Yeni ve Etiketli,Siyah,,Bershka Siyah Body Yeni & Etiketli Online Satın Al,50,9,6,25,0,Ücretsiz Kargo,False,ucuzvemarkadolap,676,False,2026-03-08 15:19:16.085599,20250712,elbise,False,1.0,,none,sold,,,,Bershka,S / 36 Beden,S / 36 Beden,Yeni & Etiketli,3,True,False,False
https://dolap.com/urun/beymen-club-siyah-klasik-ayakkabi-az-kullanilmis-conbez-445887311,445887311,,,Beymen Club - 44 Numara,Beymen Club Siyah Klasik Ayakkabı Az Kullanılmış Online Satın Al,500.0,3500.0,True,Yeni & Etiketli,Siyah,,Beymen Club Siyah Klasik Ayakkabı Az Kullanılmış Online Satın Al,64,10,6,4,0,Ücretsiz Kargo,False,conbez,14,False,2026-03-08 15:24:57.042025,20250712,mont,False,1.0,,none,sold,,,,Beymen Club,44 Numara,44 Numara,Yeni & Etiketli,3,True,False,False
https://dolap.com/urun/network-gri-pantolon-az-kullanilmis-conbez-445884236,445884236,,,Network - 30 Beden,Network Gri Pantolon Az Kullanılmış Online Satın Al,550.0,2000.0,True,Yeni & Etiketli,Gri,,Network Gri Pantolon Az Kullanılmış Online Satın Al,51,8,7,2,0,Ücretsiz Kargo,False,conbez,14,False,2026-03-08 15:25:01.254143,20250712,mont,False,1.0,,none,sold,,,,Network,30 Beden,30 Beden,Yeni & Etiketli,3,True,False,False
https://dolap.com/urun/scotch-soda-gri-jeans-yeni-conbez-445881173,445881173,,,Scotch & Soda - 33 Beden,Scotch & Soda Gri Jeans Yeni Online Satın Al,800.0,3500.0,True,Yeni & Etiketli,Gri,,Scotch & Soda Gri Jeans Yeni Online Satın Al,44,9,6,0,0,Ücretsiz Kargo,False,conbez,14,False,2026-03-08 15:25:12.794108,20250712,mont,False,,,none,,,,,Scotch & Soda,33 Beden,33 Beden,Yeni & Etiketli,3,True,False,False
https://dolap.com/urun/les-benjamins-siyah-yagmurluk-ruzgarlik-az-kullanilmis-conbez-445865283,445865283,,,Les Benjamins - L / 40 Beden,Les Benjamins Siyah Yağmurluk & Rüzgarlık Az Kullanılmış Online Satın Al,1250.0,3500.0,True,Az Kullanılmış,Siyah,,Les Benjamins - L / 40 Beden,28,7,6,1,0,Ücretsiz Kargo,False,conbez,14,False,2026-03-08 15:25:20.408290,20250712,mont,False,1.0,,none,sold,,,,Les Benjamins,L / 40 Beden,L / 40 Beden,Az Kullanılmış,1,False,False,False
https://dolap.com/urun/nike-cok-renkli-sneaker-az-kullanilmis-conbez-445864581,445864581,,,Nike - 46 Numara,Nike Çok Renkli Sneaker Az Kullanılmış Online Satın Al,2250.0,5000.0,True,Az Kullanılmış,Çok Renkli,,Nike Çok Renkli Sneaker Az Kullanılmış Online Satın Al,54,9,6,4,0,Ücretsiz Kargo,False,conbez,14,False,2026-03-08 15:25:23.045871,20250712,mont,False,1.0,,none,sold,,,,Nike,46 Numara,46 Numara,Az Kullanılmış,1,True,False,False
https://dolap.com/urun/network-siyah-klasik-ayakkabi-az-kullanilmis-conbez-445744319,445744319,,,Network - 44 Numara,Network Siyah Klasik Ayakkabı Az Kullanılmış Online Satın Al,950.0,3500.0,True,Yeni & Etiketli,Siyah,,Network Siyah Klasik Ayakkabı Az Kullanılmış Online Satın Al,60,9,8,3,0,Ücretsiz Kargo,False,conbez,14,False,2026-03-08 15:25:33.627094,20250712,mont,False,1.0,,none,sold,,,,Network,44 Numara,44 Numara,Yeni & Etiketli,3,True,False,False
https://dolap.com/urun/merrell-beyaz-hediyelikler-yeni-etiketli-conbez-445249647,445249647,,,Merrell,Merrell Beyaz Hediyelikler Yeni & Etiketli Online Satın Al,2700.0,4500.0,True,Yeni ve Etiketli,Beyaz,,Merrell Beyaz Hediyelikler Yeni & Etiketli Online Satın Al,58,9,8,2,0,Ücretsiz Kargo,False,conbez,14,False,2026-03-08 15:25:37.881801,20250712,mont,False,1.0,,none,sold,,,,Merrell,,Bilinmiyor,Yeni & Etiketli,3,True,False,False
https://dolap.com/urun/h-m-siyah-t-shirt-az-kullanilmis-conbez-445617183,445617183,,,H&M - M / 38 Beden,H&M Siyah T-Shirt Az Kullanılmış Online Satın Al,650.0,1000.0,True,Az Kullanılmış,Siyah,,"Siyah renkte, önünde Fender logosu ve kartal baskısı bulunan, kısa kollu erkek tişört. Günlük kullanım için ideal ve rahat bir tasarıma sahiptir.",145,22,5,3,0,Ücretsiz Kargo,False,conbez,14,False,2026-03-08 15:25:44.091980,20250712,mont,False,1.0,,none,sold,,,,H&M,M / 38 Beden,M / 38 Beden,Az Kullanılmış,1,False,False,False
https://dolap.com/urun/quiksilver-yesil-t-shirt-az-kullanilmis-conbez-445333739,445333739,,,Quiksilver - L / 40 Beden,Quiksilver Yeşil T-Shirt Az Kullanılmış Online Satın Al,300.0,1000.0,True,Yeni & Etiketli,Yeşil,,Quiksilver - L / 40 Beden,25,6,6,1,0,Ücretsiz Kargo,False,conbez,14,False,2026-03-08 15:25:47.107179,20250712,mont,False,1.0,,none,sold,,,,Quiksilver,L / 40 Beden,L / 40 Beden,Yeni & Etiketli,3,False,False,False
https://dolap.com/urun/balea-krem-sweatshirt-az-kullanilmis-conbez-445573933,445573933,,,Balea - M / 38 Beden,Balea Krem Sweatshirt Az Kullanılmış Online Satın Al,400.0,1250.0,True,Az Kullanılmış,Krem,,Balea Krem Sweatshirt Az Kullanılmış Online Satın Al,52,8,4,0,0,Ücretsiz Kargo,False,conbez,14,False,2026-03-08 15:26:08.872560,20250712,mont,False,1.0,,none,sold,,,,Balea,M / 38 Beden,M / 38 Beden,Az Kullanılmış,1,True,False,False
https://dolap.com/urun/all-saints-yesil-t-shirt-az-kullanilmis-conbez-445573677,445573677,,,All Saints - L / 40 Beden,All Saints Yeşil T-Shirt Az Kullanılmış Online Satın Al,450.0,1250.0,True,Yeni & Etiketli,Yeşil,,All Saints - L / 40 Beden,25,7,6,0,0,Ücretsiz Kargo,False,conbez,14,False,2026-03-08 15:26:12.493660,20250712,mont,False,1.0,,none,sold,,,,All Saints,L / 40 Beden,L / 40 Beden,Yeni & Etiketli,3,False,False,False
https://dolap.com/urun/angels-never-die-lacivert-t-shirt-az-kullanilmis-conbez-445570729,445570729,,,Angels Never Die - M / 38 Beden,Angels Never Die Lacivert T-Shirt Az Kullanılmış Online Satın Al,200.0,1000.0,True,Az Kullanılmış,Lacivert,PAYLA,Angels Never Die - M / 38 Beden,31,8,6,2,0,Alıcı Ödemeli Kargo,True,conbez,14,False,2026-03-08 15:26:15.866407,20250712,mont,False,1.0,,none,sold,,,,Angels Never Die,M / 38 Beden,PAYLA,Az Kullanılmış,1,False,False,False
https://dolap.com/urun/gant-beyaz-t-shirt-az-kullanilmis-conbez-445570323,445570323,,,Gant - L / 40 Beden,Gant Beyaz T-Shirt Az Kullanılmış Online Satın Al,500.0,1250.0,True,Yeni & Etiketli,Beyaz,,,0,0,6,2,0,Ücretsiz Kargo,False,conbez,14,False,2026-03-08 15:26:19.287302,20250712,mont,False,,,none,,,,,Gant,L / 40 Beden,L / 40 Beden,Yeni & Etiketli,3,True,False,False
https://dolap.com/urun/vans-beyaz-t-shirt-az-kullanilmis-conbez-445569826,445569826,,,Vans - L / 40 Beden,Vans Beyaz T-Shirt Az Kullanılmış Online Satın Al,400.0,1250.0,True,Az Kullanılmış,Beyaz,,,0,0,6,5,0,Ücretsiz Kargo,False,conbez,14,False,2026-03-08 15:26:26.873304,20250712,mont,False,1.0,,none,sold,,,,Vans,L / 40 Beden,L / 40 Beden,Az Kullanılmış,1,True,False,False
https://dolap.com/urun/vans-beyaz-t-shirt-az-kullanilmis-conbez-445569763,445569763,,,Vans - XL / 42 Beden,Vans Beyaz T-Shirt Az Kullanılmış Online Satın Al,300.0,1250.0,True,Yeni & Etiketli,Beyaz,,Vans - XL / 42 Beden,20,6,7,8,0,Ücretsiz Kargo,False,conbez,14,False,2026-03-08 15:26:31.041621,20250712,mont,False,1.0,,none,sold,,,,Vans,XL / 42 Beden,XL / 42 Beden,Yeni & Etiketli,3,False,False,False
https://dolap.com/urun/wwf-sari-t-shirt-az-kullanilmis-conbez-445569245,445569245,,,WWF - M / 38 Beden,WWF Sarı T-Shirt Az Kullanılmış Online Satın Al,400.0,1500.0,True,Yeni & Etiketli,Sarı,,,0,0,6,3,0,Ücretsiz Kargo,False,conbez,14,False,2026-03-08 15:26:38.251607,20250712,mont,False,1.0,,none,sold,,,,WWF,M / 38 Beden,M / 38 Beden,Yeni & Etiketli,3,True,False,False
https://dolap.com/urun/nike-beyaz-t-shirt-az-kullanilmis-conbez-445569034,445569034,,,Nike - L / 40 Beden,Nike Beyaz T-Shirt Az Kullanılmış Online Satın Al,500.0,1500.0,True,Yeni & Etiketli,Beyaz,,,0,0,5,0,0,Ücretsiz Kargo,False,conbez,14,False,2026-03-08 15:26:42.145068,20250712,mont,False,1.0,,none,sold,,,,Nike,L / 40 Beden,L / 40 Beden,Yeni & Etiketli,3,True,False,False
https://dolap.com/urun/h-m-siyah-t-shirt-az-kullanilmis-conbez-445569055,445569055,,,H&M - XL / 42 Beden,H&M Siyah T-Shirt Az Kullanılmış Online Satın Al,350.0,950.0,True,Yeni & Etiketli,Siyah,,,0,0,5,3,0,Ücretsiz Kargo,False,conbez,14,False,2026-03-08 15:26:46.323969,20250712,mont,False,1.0,,none,sold,,,,H&M,XL / 42 Beden,XL / 42 Beden,Yeni & Etiketli,3,True,False,False
https://dolap.com/urun/all-saints-beyaz-t-shirt-az-kullanilmis-conbez-445568542,445568542,,,All Saints - XL / 42 Beden,All Saints Beyaz T-Shirt Az Kullanılmış Online Satın Al,400.0,1250.0,True,Yeni & Etiketli,Beyaz,,All Saints - XL / 42 Beden,26,7,5,3,0,Ücretsiz Kargo,False,conbez,14,False,2026-03-08 15:26:49.124259,20250712,mont,False,1.0,,none,sold,,,,All Saints,XL / 42 Beden,XL / 42 Beden,Yeni & Etiketli,3,False,False,False
https://dolap.com/urun/les-benjamins-siyah-t-shirt-az-kullanilmis-conbez-445567942,445567942,,,Les Benjamins - XS / 34 Beden,Les Benjamins Siyah T-Shirt Az Kullanılmış Online Satın Al,450.0,1500.0,True,Az Kullanılmış,Siyah,,Les Benjamins - XS / 34 Beden,29,7,5,1,0,Ücretsiz Kargo,False,conbez,14,False,2026-03-08 15:26:59.827842,20250712,mont,False,1.0,,none,sold,,,,Les Benjamins,XS / 34 Beden,XS / 34 Beden,Az Kullanılmış,1,False,False,False
https://dolap.com/urun/superdry-sari-t-shirt-az-kullanilmis-conbez-445567728,445567728,,,Superdry - XL / 42 Beden,Superdry Sarı T-Shirt Az Kullanılmış Online Satın Al,300.0,1200.0,True,Yeni & Etiketli,Sarı,,Superdry - XL / 42 Beden,24,6,7,1,0,Ücretsiz Kargo,False,conbez,14,False,2026-03-08 15:27:04.250071,20250712,mont,False,1.0,,none,sold,,,,Superdry,XL / 42 Beden,XL / 42 Beden,Yeni & Etiketli,3,False,False,False
https://dolap.com/urun/wwf-turuncu-t-shirt-az-kullanilmis-conbez-445567610,445567610,,,WWF - M / 38 Beden,WWF Turuncu T-Shirt Az Kullanılmış Online Satın Al,450.0,1500.0,True,Az Kullanılmış,Turuncu,,,0,0,6,2,0,Ücretsiz Kargo,False,conbez,14,False,2026-03-08 15:27:07.360798,20250712,mont,False,1.0,,none,sold,,,,WWF,M / 38 Beden,M / 38 Beden,Az Kullanılmış,1,True,False,False
https://dolap.com/urun/koton-cicek-desenli-gomlek-yeni-etiketli-efnanindolabiii-446090375,446090375,Üst Giyim,Giyim,Koton,Koton Çiçek Desenli Gömlek Yeni & Etiketli Online Satın Al,150.0,,False,Yeni ve Etiketli,Çiçek Desenli,S / 36 Beden,İhracat fazlası olarak aldığım için iç etiketi kesik ancak ürün orjinal ve hiç kullanılmadı iki kol arası 52 cm boyu 65 cm Çiçek Desenli,136,24,4,2,2,Alıcı Öder,True,efnanindolabiii,0,False,2026-03-11 07:34:25.813475,20260311,global,False,,unknown,none,unknown,2026-03-19T13:20:51.857962,Giyim > Üst Giyim > Gömlek,17.0,Koton,,S / 36 Beden,Yeni & Etiketli,3,False,False,False
https://dolap.com/urun/koton-desenli-t-shirt-yeni-etiketli-efnanindolabiii-446090717,446090717,Üst Giyim,Giyim,Koton,Koton Desenli T-Shirt Yeni & Etiketli Online Satın Al,135.0,,False,Yeni ve Etiketli,Bilinmiyor,M / 38 Beden,Karton etiketi yok ancak hiç kullanılmadı orjinal ve sıfır ürün Desenli,71,11,5,1,0,Alıcı Öder,True,efnanindolabiii,0,False,2026-03-11 07:34:28.052793,20260311,global,False,,unknown,none,unknown,2026-03-19T13:21:01.369614,Giyim > Üst Giyim > T-Shirt,17.0,Koton,,M / 38 Beden,Yeni & Etiketli,3,False,False,False
https://dolap.com/urun/koton-desenli-bluz-yeni-etiketli-efnanindolabiii-446090657,446090657,Üst Giyim,Giyim,Koton,Koton Desenli Bluz Yeni & Etiketli Online Satın Al,135.0,,False,Yeni ve Etiketli,Bilinmiyor,S / 36 Beden,Karton etiketi yok ancak hiç kullanılmadı orjinal ve sıfır ürün Desenli,71,11,5,0,0,Alıcı Öder,True,efnanindolabiii,0,False,2026-03-11 07:34:29.608819,20260311,global,False,,unknown,none,unknown,2026-03-19T13:21:05.378738,Giyim > Üst Giyim > Bluz,17.0,Koton,,S / 36 Beden,Yeni & Etiketli,3,False,False,False
https://dolap.com/urun/defacto-beyaz-bluz-yeni-etiketli-efnanindolabiii-446090293,446090293,Üst Giyim,Giyim,Defacto,Defacto Beyaz Bluz Yeni & Etiketli Online Satın Al,135.0,,False,Yeni ve Etiketli,Beyaz,M / 38 Beden,Karton etiketi yok ancak hiç kullanılmadı orjinal ve sıfır ürün Beyaz,69,11,3,0,0,Alıcı Öder,True,efnanindolabiii,0,False,2026-03-11 07:34:31.222571,20260311,global,False,,unknown,none,unknown,2026-03-19T13:21:08.749951,Giyim > Üst Giyim > Bluz,17.0,Defacto,,M / 38 Beden,Yeni & Etiketli,3,False,False,False
https://dolap.com/urun/colin-s-cicek-desenli-bluz-yeni-etiketli-efnanindolabiii-446090225,446090225,Üst Giyim,Giyim,Colin's,Colin's Çiçek Desenli Bluz Yeni & Etiketli Online Satın Al,180.0,,False,Yeni ve Etiketli,Çiçek Desenli,XS / 34 Beden,Orjinal ve sıfır etiketli ürün Çiçek Desenli,44,7,5,0,0,Alıcı Öder,True,efnanindolabiii,0,False,2026-03-11 07:34:32.738016,20260311,global,False,,unknown,none,unknown,2026-03-19T13:21:12.311762,Giyim > Üst Giyim > Bluz,17.0,Colin's,,XS / 34 Beden,Yeni & Etiketli,3,False,False,False
