url,listing_id,category,subcategory,brand,title,price,original_price,has_discount,condition,color,size,description_text,description_length,description_word_count,photo_count,like_count,comment_count,shipping_info,shipping_buyer_pays,seller_username,seller_listing_count,is_sold,scraped_at,cohort_id,category_scraped,brand_clean,size_extracted,size_final,condition_clean,condition_ordinal,desc_is_placeholder,has_flaw_mention,desc_has_urgency,brand_tier,brand_tier_name,price_to_cat_median,discount_pct,sale_score,proxy_sold
https://dolap.com/urun/stradivarius-pembe-t-shirt-yeni-etiketli-efnanindolabiii-445833608,445833608,kazak,,Stradivarius - M / 38 Beden,Stradivarius Pembe T-Shirt Yeni & Etiketli Online Satın Al,249.0,,False,Yeni ve Etiketli,Pembe,PAYLA,Stradivarius Pembe T-Shirt Yeni & Etiketli Online Satın Al,58,9,4,2,0,Alıcı Ödemeli Kargo,True,efnanindolabiii,12,False,2026-03-08T14:54:19.322299,20250712,kazak,Stradivarius,M / 38 Beden,PAYLA,Yeni & Etiketli,3,True,False,False,3,Premium,1.0,0.0,1,0
https://dolap.com/urun/mavi-jeans-gri-t-shirt-yeni-etiketli-efnanindolabiii-445833415,445833415,kazak,,Mavi Jeans - S / 36 Beden,Mavi Jeans Gri T-Shirt Yeni & Etiketli Online Satın Al,249.0,,False,Yeni ve Etiketli,Gri,PAYLA,Mavi Jeans Gri T-Shirt Yeni & Etiketli Online Satın Al,54,10,5,3,0,Alıcı Ödemeli Kargo,True,efnanindolabiii,12,False,2026-03-08T14:54:24.581094,20250712,kazak,Mavi Jeans,S / 36 Beden,PAYLA,Yeni & Etiketli,3,True,False,False,1,Economy,1.0,0.0,1,0
https://dolap.com/urun/h-m-mavi-jeans-yeni-etiketli-efnanindolabiii-445832624,445832624,kazak,,H&M - M / 38 Beden,H&M Mavi Jeans Yeni & Etiketli Online Satın Al,249.0,,False,Yeni ve Etiketli,Mavi,PAYLA,H&M Mavi Jeans Yeni & Etiketli Online Satın Al,46,9,7,20,0,Alıcı Ödemeli Kargo,True,efnanindolabiii,12,False,2026-03-08T14:54:30.255631,20250712,kazak,H&M,M / 38 Beden,PAYLA,Yeni & Etiketli,3,True,False,False,1,Economy,1.0,0.0,2,1
https://dolap.com/urun/topshop-mavi-jeans-yeni-etiketli-efnanindolabiii-445831367,445831367,kazak,,Topshop - 30 Beden,Topshop Mavi Jeans Yeni & Etiketli Online Satın Al,249.0,,False,Yeni ve Etiketli,Mavi,PAYLA,Topshop Mavi Jeans Yeni & Etiketli Online Satın Al,50,9,6,3,0,Alıcı Ödemeli Kargo,True,efnanindolabiii,12,False,2026-03-08T14:54:34.554645,20250712,kazak,Topshop,30 Beden,PAYLA,Yeni & Etiketli,3,True,False,False,2,Mid-Range,1.0,0.0,1,0
https://dolap.com/urun/colin-s-cok-renkli-gomlek-yeni-etiketli-efnanindolabiii-445830928,445830928,kazak,,Colin's - S / 36 Beden,Colin's Çok Renkli Gömlek Yeni & Etiketli Online Satın Al,249.0,,False,Yeni ve Etiketli,Çok Renkli,PAYLA,Colin's Çok Renkli Gömlek Yeni & Etiketli Online Satın Al,57,10,3,3,0,Alıcı Ödemeli Kargo,True,efnanindolabiii,12,False,2026-03-08T14:54:39.126499,20250712,kazak,Colin's,S / 36 Beden,PAYLA,Yeni & Etiketli,3,True,False,False,1,Economy,1.0,0.0,1,0
https://dolap.com/urun/koton-mavi-jeans-yeni-efnanindolabiii-445830685,445830685,kazak,,Koton - 29 Beden,Koton Mavi Jeans Yeni Online Satın Al,150.0,,False,Yeni,Mavi,PAYLA,Koton Mavi Jeans Yeni Online Satın Al,37,7,5,1,0,Alıcı Ödemeli Kargo,True,efnanindolabiii,12,False,2026-03-08T14:54:43.103488,20250712,kazak,Koton,29 Beden,PAYLA,Yeni,2,True,False,False,0,Budget,0.602,0.0,1,0
https://dolap.com/urun/bershka-siyah-jeans-yeni-etiketli-efnanindolabiii-445830224,445830224,kazak,,Bershka - M / 38 Beden,Bershka Siyah Jeans Yeni & Etiketli Online Satın Al,249.0,,False,Yeni ve Etiketli,Siyah,PAYLA,Bershka Siyah Jeans Yeni & Etiketli Online Satın Al,51,9,5,7,0,Alıcı Ödemeli Kargo,True,efnanindolabiii,12,False,2026-03-08T14:54:48.016793,20250712,kazak,Bershka,M / 38 Beden,PAYLA,Yeni & Etiketli,3,True,False,False,3,Premium,1.0,0.0,1,0
https://dolap.com/urun/h-m-siyah-kemer-yeni-etiketli-efnanindolabiii-445829728,445829728,kazak,,H&M,H&M Siyah Kemer Yeni & Etiketli Online Satın Al,249.0,,False,Yeni ve Etiketli,Siyah,,H&M Siyah Kemer Yeni & Etiketli Online Satın Al,47,9,4,0,0,Alıcı Ödemeli Kargo,True,efnanindolabiii,12,False,2026-03-08T14:54:52.607210,20250712,kazak,H&M,,,Yeni & Etiketli,3,True,False,False,1,Economy,1.0,0.0,1,0
https://dolap.com/urun/koton-yesil-bluz-yeni-etiketli-efnanindolabiii-445827475,445827475,kazak,,Koton - S / 36 Beden,Koton Yeşil Bluz Yeni & Etiketli Online Satın Al,150.0,,False,Yeni ve Etiketli,Yeşil,PAYLA,Koton Yeşil Bluz Yeni & Etiketli Online Satın Al,48,9,4,0,0,Alıcı Ödemeli Kargo,True,efnanindolabiii,12,False,2026-03-08T14:54:59.031793,20250712,kazak,Koton,S / 36 Beden,PAYLA,Yeni & Etiketli,3,True,False,False,0,Budget,0.602,0.0,1,0
https://dolap.com/urun/zara-pembe-bluz-yeni-etiketli-efnanindolabiii-445826928,445826928,kazak,,Zara - S / 36 Beden,Zara Pembe Bluz Yeni & Etiketli Online Satın Al,249.0,,False,Yeni ve Etiketli,Pembe,PAYLA,Zara Pembe Bluz Yeni & Etiketli Online Satın Al,47,9,3,0,0,Alıcı Ödemeli Kargo,True,efnanindolabiii,12,False,2026-03-08T14:55:03.788571,20250712,kazak,Zara,S / 36 Beden,PAYLA,Yeni & Etiketli,3,True,False,False,2,Mid-Range,1.0,0.0,1,0
https://dolap.com/urun/koton-cicek-desenli-bluz-yeni-etiketli-efnanindolabiii-445826634,445826634,kazak,,Koton - M / 38 Beden,Koton Çiçek Desenli Bluz Yeni & Etiketli Online Satın Al,150.0,,False,Yeni ve Etiketli,Çiçek Desenli,PAYLA,Koton Çiçek Desenli Bluz Yeni & Etiketli Online Satın Al,56,10,4,1,0,Alıcı Ödemeli Kargo,True,efnanindolabiii,12,False,2026-03-08T14:55:08.718800,20250712,kazak,Koton,M / 38 Beden,PAYLA,Yeni & Etiketli,3,True,False,False,0,Budget,0.602,0.0,1,0
https://dolap.com/urun/koton-cok-renkli-bluz-yeni-etiketli-efnanindolabiii-445826348,445826348,kazak,,Koton - S / 36 Beden,Koton Çok Renkli Bluz Yeni & Etiketli Online Satın Al,150.0,,False,Yeni ve Etiketli,Çok Renkli,PAYLA,Koton Çok Renkli Bluz Yeni & Etiketli Online Satın Al,53,10,5,0,0,Alıcı Ödemeli Kargo,True,efnanindolabiii,12,False,2026-03-08T14:55:11.476118,20250712,kazak,Koton,S / 36 Beden,PAYLA,Yeni & Etiketli,3,True,False,False,0,Budget,0.602,0.0,1,0
https://dolap.com/urun/koton-desenli-bluz-yeni-etiketli-efnanindolabiii-445825146,445825146,kazak,,Koton - M / 38 Beden,Koton Desenli Bluz Yeni & Etiketli Online Satın Al,150.0,,False,Yeni ve Etiketli,Desenli,PAYLA,Koton Desenli Bluz Yeni & Etiketli Online Satın Al,50,9,8,1,0,Alıcı Ödemeli Kargo,True,efnanindolabiii,12,False,2026-03-08T14:55:16.045776,20250712,kazak,Koton,M / 38 Beden,PAYLA,Yeni & Etiketli,3,True,False,False,0,Budget,0.602,0.0,1,0
https://dolap.com/urun/lc-waikiki-cicek-desenli-gomlek-yeni-etiketli-efnanindolabiii-445825309,445825309,kazak,,LC Waikiki - S / 36 Beden,LC Waikiki Çiçek Desenli Gömlek Yeni & Etiketli Online Satın Al,150.0,,False,Yeni ve Etiketli,Çiçek Desenli,PAYLA,LC Waikiki Çiçek Desenli Gömlek Yeni & Etiketli Online Satın Al,63,11,4,0,0,Alıcı Ödemeli Kargo,True,efnanindolabiii,12,False,2026-03-08T14:55:21.554935,20250712,kazak,LC Waikiki,S / 36 Beden,PAYLA,Yeni & Etiketli,3,True,False,False,0,Budget,0.602,0.0,1,0
https://dolap.com/urun/mango-cok-renkli-gomlek-yeni-etiketli-efnanindolabiii-445825021,445825021,kazak,,Mango - S / 36 Beden,Mango Çok Renkli Gömlek Yeni & Etiketli Online Satın Al,150.0,,False,Yeni ve Etiketli,Çok Renkli,PAYLA,Mango Çok Renkli Gömlek Yeni & Etiketli Online Satın Al,55,10,4,0,0,Alıcı Ödemeli Kargo,True,efnanindolabiii,12,False,2026-03-08T14:55:25.875973,20250712,kazak,Mango,S / 36 Beden,PAYLA,Yeni & Etiketli,3,True,False,False,2,Mid-Range,0.602,0.0,1,0
https://dolap.com/urun/stradivarius-bej-gomlek-yeni-etiketli-efnanindolabiii-445824064,445824064,kazak,,Stradivarius - S / 36 Beden,Stradivarius Bej Gömlek Yeni & Etiketli Online Satın Al,249.0,,False,Yeni ve Etiketli,Bej,PAYLA,Stradivarius Bej Gömlek Yeni & Etiketli Online Satın Al,55,9,5,5,0,Alıcı Ödemeli Kargo,True,efnanindolabiii,12,False,2026-03-08T14:55:30.386495,20250712,kazak,Stradivarius,S / 36 Beden,PAYLA,Yeni & Etiketli,3,True,False,False,3,Premium,1.0,0.0,1,0
https://dolap.com/urun/colin-s-cok-renkli-bluz-yeni-etiketli-efnanindolabiii-445819672,445819672,kazak,,Colin's - S / 36 Beden,Colin's Çok Renkli Bluz Yeni & Etiketli Online Satın Al,180.0,,False,Yeni ve Etiketli,Çok Renkli,PAYLA,Colin's Çok Renkli Bluz Yeni & Etiketli Online Satın Al,55,10,5,0,0,Alıcı Ödemeli Kargo,True,efnanindolabiii,12,False,2026-03-08T14:55:37.366916,20250712,kazak,Colin's,S / 36 Beden,PAYLA,Yeni & Etiketli,3,True,False,False,1,Economy,0.723,0.0,1,0
https://dolap.com/urun/defacto-murdum-gomlek-yeni-etiketli-efnanindolabiii-445819346,445819346,kazak,,Defacto - L / 40 Beden,Defacto Mürdüm Gömlek Yeni & Etiketli Online Satın Al,180.0,,False,Yeni ve Etiketli,Mürdüm,PAYLA,Defacto Mürdüm Gömlek Yeni & Etiketli Online Satın Al,53,9,8,4,0,Alıcı Ödemeli Kargo,True,efnanindolabiii,12,False,2026-03-08T14:55:42.757000,20250712,kazak,Defacto,L / 40 Beden,PAYLA,Yeni & Etiketli,3,True,False,False,0,Budget,0.723,0.0,1,0
https://dolap.com/urun/koton-ekoseli-sweatshirt-yeni-etiketli-efnanindolabiii-445819473,445819473,kazak,,Koton - XL / 42 Beden,Koton Ekoseli Sweatshirt Yeni & Etiketli Online Satın Al,249.0,,False,Yeni ve Etiketli,Ekoseli,PAYLA,Koton Ekoseli Sweatshirt Yeni & Etiketli Online Satın Al,56,9,5,1,0,Alıcı Ödemeli Kargo,True,efnanindolabiii,12,False,2026-03-08T14:55:46.561004,20250712,kazak,Koton,XL / 42 Beden,PAYLA,Yeni & Etiketli,3,True,False,False,0,Budget,1.0,0.0,1,0
https://dolap.com/urun/koton-taba-mont-yeni-etiketli-efnanindolabiii-445802289,445802289,kazak,,Koton - XS / 34 Beden,Koton Taba Mont Yeni & Etiketli Online Satın Al,249.0,,False,Yeni ve Etiketli,Taba,PAYLA,Koton Taba Mont Yeni & Etiketli Online Satın Al,47,9,9,1,0,Alıcı Ödemeli Kargo,True,efnanindolabiii,12,False,2026-03-08T14:55:53.939678,20250712,kazak,Koton,XS / 34 Beden,PAYLA,Yeni & Etiketli,3,True,False,False,0,Budget,1.0,0.0,1,0
https://dolap.com/urun/h-m-haki-deri-ceket-yeni-etiketli-efnanindolabiii-445801875,445801875,kazak,,H&M - XS / 34 Beden,H&M Haki Deri Ceket Yeni & Etiketli Online Satın Al,249.0,,False,Yeni ve Etiketli,Haki,PAYLA,H&M Haki Deri Ceket Yeni & Etiketli Online Satın Al,51,10,7,0,0,Alıcı Ödemeli Kargo,True,efnanindolabiii,12,False,2026-03-08T14:56:00.330614,20250712,kazak,H&M,XS / 34 Beden,PAYLA,Yeni & Etiketli,3,True,False,False,1,Economy,1.0,0.0,1,0
https://dolap.com/urun/koton-lacivert-gomlek-yeni-etiketli-efnanindolabiii-445801189,445801189,kazak,,Koton - M / 38 Beden,Koton Lacivert Gömlek Yeni & Etiketli Online Satın Al,249.0,,False,Yeni ve Etiketli,Lacivert,PAYLA,Koton Lacivert Gömlek Yeni & Etiketli Online Satın Al,53,9,4,2,0,Alıcı Ödemeli Kargo,True,efnanindolabiii,12,False,2026-03-08T14:56:08.318023,20250712,kazak,Koton,M / 38 Beden,PAYLA,Yeni & Etiketli,3,True,False,False,0,Budget,1.0,0.0,1,0
https://dolap.com/urun/bershka-desenli-gomlek-yeni-efnanindolabiii-445800916,445800916,kazak,,Bershka - L / 40 Beden,Bershka Desenli Gömlek Yeni Online Satın Al,180.0,,False,Yeni,Desenli,PAYLA,Bershka Desenli Gömlek Yeni Online Satın Al,43,7,3,0,0,Alıcı Ödemeli Kargo,True,efnanindolabiii,12,False,2026-03-08T14:56:11.659898,20250712,kazak,Bershka,L / 40 Beden,PAYLA,Yeni,2,True,False,False,3,Premium,0.723,0.0,1,0
https://dolap.com/urun/mudo-taba-gomlek-yeni-etiketli-efnanindolabiii-445799994,445799994,kazak,,Mudo - S / 36 Beden,Mudo Taba Gömlek Yeni & Etiketli Online Satın Al,249.0,,False,Yeni ve Etiketli,Taba,PAYLA,Mudo Taba Gömlek Yeni & Etiketli Online Satın Al,48,9,6,0,0,Alıcı Ödemeli Kargo,True,efnanindolabiii,12,False,2026-03-08T14:56:18.104466,20250712,kazak,Mudo,S / 36 Beden,PAYLA,Yeni & Etiketli,3,True,False,False,1,Economy,1.0,0.0,1,0
https://dolap.com/urun/bershka-siyah-deri-ceket-yeni-etiketli-efnanindolabiii-445759747,445759747,kazak,,Bershka - S / 36 Beden,Bershka Siyah Deri Ceket Yeni & Etiketli Online Satın Al,249.0,,False,Yeni ve Etiketli,Siyah,PAYLA,Bershka Siyah Deri Ceket Yeni & Etiketli Online Satın Al,56,10,8,2,0,Alıcı Ödemeli Kargo,True,efnanindolabiii,12,False,2026-03-08T14:56:23.222607,20250712,kazak,Bershka,S / 36 Beden,PAYLA,Yeni & Etiketli,3,True,False,False,3,Premium,1.0,0.0,1,0
https://dolap.com/urun/ipekyol-siyah-etek-yeni-etiketli-burcincelikkurt-445818800,445818800,kazak,,İpekyol - XS / 34 Beden,İpekyol Siyah Etek Yeni & Etiketli Online Satın Al,550.0,,False,Yeni ve Etiketli,Siyah,,İpekyol Siyah Etek Yeni & Etiketli Online Satın Al,50,9,4,4,0,Ücretsiz Kargo,False,burcincelikkurt,33,False,2026-03-08T14:56:27.656085,20250712,kazak,İpekyol,XS / 34 Beden,XS / 34 Beden,Yeni & Etiketli,3,True,False,False,2,Mid-Range,2.209,0.0,0,0
https://dolap.com/urun/mango-lila-bluz-yeni-burcincelikkurt-445818279,445818279,kazak,,Mango - XS / 34 Beden,Mango Lila Bluz Yeni Online Satın Al,300.0,,False,Yeni,Lila,,Mango Lila Bluz Yeni Online Satın Al,36,7,3,0,0,Ücretsiz Kargo,False,burcincelikkurt,33,False,2026-03-08T14:56:33.272806,20250712,kazak,Mango,XS / 34 Beden,XS / 34 Beden,Yeni,2,True,False,False,2,Mid-Range,1.205,0.0,0,0
https://dolap.com/urun/mango-siyah-kazak-yeni-etiketli-burcincelikkurt-445816717,445816717,kazak,,Mango - S / 36 Beden,Mango Siyah Kazak Yeni & Etiketli Online Satın Al,475.0,,False,Yeni ve Etiketli,Siyah,,Mango Siyah Kazak Yeni & Etiketli Online Satın Al,49,9,4,9,0,Ücretsiz Kargo,False,burcincelikkurt,33,False,2026-03-08T14:56:37.851003,20250712,kazak,Mango,S / 36 Beden,S / 36 Beden,Yeni & Etiketli,3,True,False,False,2,Mid-Range,1.908,0.0,0,0
https://dolap.com/urun/zara-lacivert-kazak-yeni-etiketli-burcincelikkurt-445815976,445815976,kazak,,Zara - S / 36 Beden,Zara Lacivert Kazak Yeni & Etiketli Online Satın Al,550.0,,False,Yeni ve Etiketli,Lacivert,,Zara Lacivert Kazak Yeni & Etiketli Online Satın Al,51,9,3,12,0,Ücretsiz Kargo,False,burcincelikkurt,33,False,2026-03-08T14:56:42.587638,20250712,kazak,Zara,S / 36 Beden,S / 36 Beden,Yeni & Etiketli,3,True,False,False,2,Mid-Range,2.209,0.0,1,1
https://dolap.com/urun/mango-beyaz-kazak-yeni-etiketli-burcincelikkurt-445815556,445815556,kazak,,Mango - XXS / 32 Beden,Mango Beyaz Kazak Yeni & Etiketli Online Satın Al,550.0,,False,Yeni ve Etiketli,Beyaz,,Mango Beyaz Kazak Yeni & Etiketli Online Satın Al,49,9,5,1,0,Ücretsiz Kargo,False,burcincelikkurt,33,False,2026-03-08T14:56:49.341250,20250712,kazak,Mango,XXS / 32 Beden,XXS / 32 Beden,Yeni & Etiketli,3,True,False,False,2,Mid-Range,2.209,0.0,0,0
https://dolap.com/urun/mango-kahverengi-kazak-yeni-etiketli-burcincelikkurt-445814631,445814631,kazak,,Mango - XXS / 32 Beden,Mango Kahverengi Kazak Yeni & Etiketli Online Satın Al,550.0,,False,Yeni ve Etiketli,Kahverengi,,Mango Kahverengi Kazak Yeni & Etiketli Online Satın Al,54,9,6,0,0,Ücretsiz Kargo,False,burcincelikkurt,33,False,2026-03-08T14:56:59.162563,20250712,kazak,Mango,XXS / 32 Beden,XXS / 32 Beden,Yeni & Etiketli,3,True,False,False,2,Mid-Range,2.209,0.0,0,0
https://dolap.com/urun/mango-mavi-gunluk-elbise-yeni-etiketli-burcincelikkurt-445811148,445811148,kazak,,Mango - XS / 34 Beden,Mango Mavi Günlük Elbise Yeni & Etiketli Online Satın Al,550.0,,False,Yeni ve Etiketli,Mavi,,Mango Mavi Günlük Elbise Yeni & Etiketli Online Satın Al,56,10,6,1,0,Ücretsiz Kargo,False,burcincelikkurt,33,False,2026-03-08T14:57:12.801067,20250712,kazak,Mango,XS / 34 Beden,XS / 34 Beden,Yeni & Etiketli,3,True,False,False,2,Mid-Range,2.209,0.0,0,0
https://dolap.com/urun/stradivarius-kahverengi-blazer-ceket-yeni-burcincelikkurt-445811000,445811000,kazak,,Stradivarius - S / 36 Beden,Stradivarius Kahverengi Blazer / Ceket Yeni Online Satın Al,850.0,,False,Yeni,Kahverengi,,Stradivarius Kahverengi Blazer / Ceket Yeni Online Satın Al,59,9,5,6,0,Ücretsiz Kargo,False,burcincelikkurt,33,False,2026-03-08T14:57:21.630183,20250712,kazak,Stradivarius,S / 36 Beden,S / 36 Beden,Yeni,2,True,False,False,3,Premium,3.414,0.0,0,0
https://dolap.com/urun/lc-waikiki-desenli-gomlek-az-kullanilmis-burcincelikkurt-441344397,441344397,kazak,,LC Waikiki - XS/S Beden,LC Waikiki Desenli Gömlek Az Kullanılmış Online Satın Al,260.0,,False,Az Kullanılmış,Desenli,,LC Waikiki Desenli Gömlek Az Kullanılmış Online Satın Al,56,9,5,1,0,Ücretsiz Kargo,False,burcincelikkurt,33,False,2026-03-08T14:57:28.395503,20250712,kazak,LC Waikiki,XS/S Beden,XS/S Beden,Az Kullanılmış,1,True,False,False,0,Budget,1.044,0.0,0,0
https://dolap.com/urun/zara-siyah-bluz-yeni-etiketli-burcincelikkurt-445201493,445201493,kazak,,Zara - XS / 34 Beden,Zara Siyah Bluz Yeni & Etiketli Online Satın Al,430.0,,False,Yeni ve Etiketli,Siyah,,Zara Siyah Bluz Yeni & Etiketli Online Satın Al,47,9,5,41,0,Ücretsiz Kargo,False,burcincelikkurt,33,False,2026-03-08T14:57:32.480381,20250712,kazak,Zara,XS / 34 Beden,XS / 34 Beden,Yeni & Etiketli,3,True,False,False,2,Mid-Range,1.727,0.0,1,1
https://dolap.com/urun/zara-krem-etek-yeni-etiketli-burcincelikkurt-444113019,444113019,kazak,,Zara - S / 36 Beden,Zara Krem Etek Yeni & Etiketli Online Satın Al,420.0,,False,Yeni ve Etiketli,Krem,,Zara Krem Etek Yeni & Etiketli Online Satın Al,46,9,5,2,0,Ücretsiz Kargo,False,burcincelikkurt,33,False,2026-03-08T14:57:38.712347,20250712,kazak,Zara,S / 36 Beden,S / 36 Beden,Yeni & Etiketli,3,True,False,False,2,Mid-Range,1.687,0.0,0,0
https://dolap.com/urun/mango-siyah-kisa-elbise-az-kullanilmis-burcincelikkurt-441334257,441334257,kazak,,Mango - S / 36 Beden,Mango Siyah Kısa Elbise Az Kullanılmış Online Satın Al,410.0,,False,Yeni & Etiketli,Siyah,,Mango Siyah Kısa Elbise Az Kullanılmış Online Satın Al,54,9,4,2,0,Ücretsiz Kargo,False,burcincelikkurt,33,False,2026-03-08T14:57:44.543287,20250712,kazak,Mango,S / 36 Beden,S / 36 Beden,Yeni & Etiketli,3,True,False,False,2,Mid-Range,1.647,0.0,0,0
