price,description_length,description_word_count,photo_count,like_count,comment_count,seller_rating_count,hour,price_log,price_bucket,price_pctile_cat,like_pctile_cat,photo_pctile_cat,engagement_pctile,photo_vs_cat_mean,cat_competition_log,n_cheaper_in_cat,price_pctile_brand,price_vs_brand_median,price_vs_seller_avg,seller_listing_count,like_vs_seller_avg,condition_score,is_new_item,buyer_pays_shipping,has_free_shipping,size_numeric,size_type,has_size,has_color,color_family_enc,brand_tier,is_known_brand,brand_enc,category_freq,category_enc,subcategory_freq,subcategory_enc,desc_has_measurement,desc_has_defect,desc_has_quality,desc_has_price_talk,title_has_new,title_length,title_word_count,engagement_score,like_per_photo,comment_per_photo,price_per_photo,has_likes,has_comments,seller_exp_log,is_experienced_seller,is_super_seller,cheap_and_new,premium_cheap,engagement_x_new,listing_quality_score,value_score,desc_depth_per_photo,sold_within_7_days
121.0,245.0,37.0,2.0,1.0,0.0,17.0,7.0,4.804021044733257,1.0,0.19515962924819774,0.1972193614830072,0.03347064881565397,0.1840885684860968,0.3609598334603446,7.57198844937744,0.19515962924819774,0.059375,-0.8475,-0.40896800360522756,3.784189633918261,-0.48192771084337355,3.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,4.0,1.0,38.0,0.3232894955884801,76.0,0.7146662227401365,7.0,0.0,1.0,0.0,1.0,1.0,47.0,9.0,2.0,0.3333333333333333,0.0,40.333333333333336,1.0,0.0,2.8903717578961645,0.0,0.0,1.0,1.0,2.0,2.0,0.5168830327936681,81.66666666666667,0
180.0,35.0,6.0,7.0,0.0,0.0,17.0,7.0,5.198497031265826,1.0,0.36431513903192586,0.05895983522142122,0.7533470648815654,0.05535530381050464,1.2633594171112061,7.57198844937744,0.3532440782698249,0.5902439024390244,0.1986754966887417,-0.12314105452906711,3.784189633918261,-0.7409638554216867,3.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,5.0,2.0,1.0,15.0,0.3232894955884801,76.0,0.7146662227401365,7.0,0.0,0.0,1.0,0.0,1.0,47.0,9.0,0.0,0.0,0.0,22.5,0.0,0.0,2.8903717578961645,0.0,0.0,0.0,0.0,0.0,6.0,0.16132943114369533,4.375,0
150.0,34.0,6.0,8.0,1.0,0.0,17.0,7.0,5.017279836814924,1.0,0.27677651905252315,0.1972193614830072,0.8918640576725025,0.1840885684860968,1.4438393338413784,7.57198844937744,0.2590113285272915,0.47317073170731705,0.0,-0.2684767913474538,3.784189633918261,-0.48192771084337355,3.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,2.0,2.0,1.0,15.0,0.3232894955884801,76.0,0.7146662227401365,7.0,0.0,0.0,1.0,0.0,1.0,49.0,9.0,2.0,0.1111111111111111,0.0,16.666666666666668,1.0,0.0,2.8903717578961645,0.0,0.0,1.0,0.0,2.0,6.0,0.4985641488111287,3.7777777777777777,0
150.0,68.0,11.0,3.0,0.0,0.0,17.0,7.0,5.017279836814924,1.0,0.27677651905252315,0.05895983522142122,0.11457260556127703,0.05535530381050464,0.5414397501905169,7.57198844937744,0.2590113285272915,0.47317073170731705,0.0,-0.2684767913474538,3.784189633918261,-0.7409638554216867,3.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,7.0,2.0,1.0,15.0,0.3232894955884801,76.0,0.7146662227401365,7.0,0.0,0.0,1.0,0.0,1.0,50.0,9.0,0.0,0.0,0.0,37.5,0.0,0.0,2.8903717578961645,0.0,0.0,1.0,0.0,0.0,5.0,0.16618804960370956,17.0,0
249.0,36.0,6.0,7.0,10.0,0.0,17.0,7.0,5.521460917862246,2.0,0.506951596292482,0.7474253347064882,0.7533470648815654,0.6570545829042225,1.2633594171112061,7.57198844937744,0.4649845520082389,0.7609756097560976,0.6556291390728477,0.21113114015322224,3.784189633918261,1.8493975903614457,3.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,1.0,15.0,0.3232894955884801,76.0,0.7146662227401365,7.0,0.0,0.0,1.0,0.0,1.0,48.0,9.0,20.0,1.25,0.0,31.125,1.0,0.0,2.8903717578961645,0.0,0.0,0.0,0.0,20.0,6.0,3.2201373686808603,4.5,0
249.0,38.0,6.0,4.0,9.0,0.0,17.0,7.0,5.521460917862246,2.0,0.506951596292482,0.7144696189495365,0.2520597322348095,0.6274459320288363,0.7219196669206892,7.57198844937744,0.4649845520082389,0.9545454545454546,0.42045454545454547,0.21113114015322224,3.784189633918261,1.5903614457831325,3.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0,6.0,0.3232894955884801,76.0,0.7146662227401365,7.0,0.0,0.0,1.0,0.0,1.0,53.0,9.0,18.0,1.8,0.0,49.8,1.0,0.0,2.8903717578961645,0.0,0.0,0.0,0.0,18.0,4.0,2.913457619282683,7.6,0
249.0,77.0,12.0,3.0,1.0,0.0,17.0,7.0,5.521460917862246,2.0,0.506951596292482,0.1972193614830072,0.11457260556127703,0.1840885684860968,0.5414397501905169,7.57198844937744,0.4649845520082389,0.6435185185185185,0.17096018735362997,0.21113114015322224,3.784189633918261,-0.48192771084337355,3.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,9.0,3.0,1.0,14.0,0.3232894955884801,76.0,0.7146662227401365,7.0,0.0,0.0,1.0,0.0,1.0,57.0,10.0,2.0,0.25,0.0,62.25,1.0,0.0,2.8903717578961645,0.0,0.0,0.0,0.0,2.0,5.0,0.4600196240972657,19.25,0
249.0,36.0,6.0,4.0,5.0,0.0,17.0,7.0,5.521460917862246,2.0,0.506951596292482,0.5553553038105047,0.2520597322348095,0.49279093717816685,0.7219196669206892,7.57198844937744,0.4649845520082389,0.25595238095238093,-0.5833333333333334,0.21113114015322224,3.784189633918261,0.5542168674698794,3.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,6.0,3.0,1.0,31.0,0.3232894955884801,76.0,0.7146662227401365,7.0,0.0,0.0,1.0,0.0,1.0,58.0,9.0,10.0,1.0,0.0,49.8,1.0,0.0,2.8903717578961645,0.0,0.0,0.0,0.0,10.0,5.0,1.6867386216899745,7.2,0
249.0,34.0,6.0,4.0,3.0,0.0,17.0,7.0,5.521460917862246,2.0,0.506951596292482,0.42713697219361485,0.2520597322348095,0.38851699279093715,0.7219196669206892,7.57198844937744,0.4649845520082389,1.0,0.3812154696132597,0.21113114015322224,3.784189633918261,0.03614457831325296,3.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,3.0,2.0,1.0,25.0,0.3232894955884801,76.0,0.7146662227401365,7.0,0.0,0.0,1.0,0.0,1.0,54.0,10.0,6.0,0.6,0.0,49.8,1.0,0.0,2.8903717578961645,0.0,0.0,0.0,0.0,6.0,5.0,1.07337912289362,6.8,0
249.0,129.0,25.0,6.0,3.0,0.0,17.0,7.0,5.521460917862246,2.0,0.5289156626506024,0.4174698795180723,0.5903614457831325,0.3759036144578313,1.0684402488736322,6.7226297948554485,0.5048192771084338,0.25,-0.5387453874538746,0.21113114015322224,3.784189633918261,0.03614457831325296,3.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,7.0,3.0,1.0,25.0,0.13817213251206925,3.0,0.7146662227401365,7.0,1.0,0.0,1.0,0.0,1.0,50.0,9.0,6.0,0.42857142857142855,0.0,35.57142857142857,1.0,0.0,2.8903717578961645,0.0,0.0,0.0,0.0,6.0,7.0,1.07337912289362,18.428571428571427,0
249.0,41.0,7.0,2.0,3.0,0.0,17.0,7.0,5.521460917862246,2.0,0.506951596292482,0.42713697219361485,0.03347064881565397,0.38851699279093715,0.3609598334603446,7.57198844937744,0.4649845520082389,0.9545454545454546,0.42045454545454547,0.21113114015322224,3.784189633918261,0.03614457831325296,3.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,9.0,3.0,1.0,6.0,0.3232894955884801,76.0,0.7146662227401365,7.0,0.0,0.0,1.0,0.0,1.0,57.0,10.0,6.0,1.0,0.0,83.0,1.0,0.0,2.8903717578961645,0.0,0.0,0.0,0.0,6.0,5.0,1.07337912289362,13.666666666666666,0
150.0,92.0,20.0,2.0,1.0,0.0,17.0,7.0,5.017279836814924,1.0,0.27590361445783135,0.1963855421686747,0.028313253012048192,0.1819277108433735,0.35614674962454407,6.7226297948554485,0.25662650602409637,0.47317073170731705,0.0,-0.2684767913474538,3.784189633918261,-0.48192771084337355,2.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,7.0,2.0,1.0,15.0,0.13817213251206925,3.0,0.7146662227401365,7.0,1.0,0.0,1.0,0.0,1.0,37.0,7.0,2.0,0.3333333333333333,0.0,50.0,1.0,0.0,2.8903717578961645,0.0,0.0,1.0,0.0,2.0,6.0,0.4985641488111287,30.666666666666668,0
249.0,36.0,6.0,3.0,3.0,0.0,17.0,7.0,5.521460917862246,2.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6293706293706294,1.3862943611198906,1.0,0.6435185185185185,0.17096018735362997,0.21113114015322224,3.784189633918261,0.03614457831325296,3.0,1.0,1.0,0.0,4.0,3.0,0.0,1.0,1.0,3.0,1.0,14.0,0.000499417346429166,39.0,0.04494756117862494,0.0,0.0,0.0,1.0,0.0,1.0,47.0,9.0,6.0,0.75,0.0,62.25,1.0,0.0,2.8903717578961645,0.0,0.0,0.0,0.0,6.0,4.0,1.07337912289362,9.0,0
150.0,69.0,11.0,3.0,0.0,0.0,17.0,7.0,5.017279836814924,1.0,0.27677651905252315,0.05895983522142122,0.11457260556127703,0.05535530381050464,0.5414397501905169,7.57198844937744,0.2590113285272915,0.47317073170731705,0.0,-0.2684767913474538,3.784189633918261,-0.7409638554216867,3.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,7.0,2.0,1.0,15.0,0.3232894955884801,76.0,0.7146662227401365,7.0,0.0,0.0,1.0,0.0,1.0,48.0,9.0,0.0,0.0,0.0,37.5,0.0,0.0,2.8903717578961645,0.0,0.0,1.0,0.0,0.0,5.0,0.16618804960370956,17.25,0
249.0,128.0,23.0,3.0,1.0,0.0,17.0,7.0,5.521460917862246,2.0,0.506951596292482,0.1972193614830072,0.11457260556127703,0.1840885684860968,0.5414397501905169,7.57198844937744,0.4649845520082389,0.18125,-0.6875,0.21113114015322224,3.784189633918261,-0.48192771084337355,3.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,6.0,4.0,1.0,38.0,0.3232894955884801,76.0,0.7146662227401365,7.0,1.0,0.0,1.0,0.0,1.0,47.0,9.0,2.0,0.25,0.0,62.25,1.0,0.0,2.8903717578961645,0.0,0.0,0.0,0.0,2.0,6.0,0.4600196240972657,32.0,0
150.0,105.0,20.0,5.0,0.0,0.0,17.0,7.0,5.017279836814924,1.0,0.27677651905252315,0.05895983522142122,0.430226570545829,0.05535530381050464,0.9023995836508616,7.57198844937744,0.2590113285272915,0.47317073170731705,0.0,-0.2684767913474538,3.784189633918261,-0.7409638554216867,3.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,9.0,2.0,1.0,15.0,0.3232894955884801,76.0,0.7146662227401365,7.0,1.0,0.0,1.0,0.0,1.0,53.0,10.0,0.0,0.0,0.0,25.0,0.0,0.0,2.8903717578961645,0.0,0.0,1.0,0.0,0.0,6.0,0.16618804960370956,17.5,0
150.0,71.0,11.0,7.0,1.0,0.0,17.0,7.0,5.017279836814924,1.0,0.27677651905252315,0.1972193614830072,0.7533470648815654,0.1840885684860968,1.2633594171112061,7.57198844937744,0.2590113285272915,0.47317073170731705,0.0,-0.2684767913474538,3.784189633918261,-0.48192771084337355,3.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,15.0,0.3232894955884801,76.0,0.7146662227401365,7.0,0.0,0.0,1.0,0.0,1.0,50.0,9.0,2.0,0.125,0.0,18.75,1.0,0.0,2.8903717578961645,0.0,0.0,1.0,0.0,2.0,5.0,0.4985641488111287,8.875,0
150.0,77.0,12.0,3.0,0.0,0.0,17.0,7.0,5.017279836814924,1.0,0.27677651905252315,0.05895983522142122,0.11457260556127703,0.05535530381050464,0.5414397501905169,7.57198844937744,0.2590113285272915,0.5850515463917526,0.09025270758122744,-0.2684767913474538,3.784189633918261,-0.7409638554216867,3.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,9.0,2.0,1.0,16.0,0.3232894955884801,76.0,0.7146662227401365,7.0,0.0,0.0,1.0,0.0,1.0,63.0,11.0,0.0,0.0,0.0,37.5,0.0,0.0,2.8903717578961645,0.0,0.0,1.0,0.0,0.0,5.0,0.16618804960370956,19.25,0
249.0,34.0,6.0,4.0,6.0,0.0,17.0,7.0,5.521460917862246,2.0,0.506951596292482,0.5988671472708548,0.2520597322348095,0.533470648815654,0.7219196669206892,7.57198844937744,0.4649845520082389,0.25595238095238093,-0.5833333333333334,0.21113114015322224,3.784189633918261,0.8132530120481927,3.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,31.0,0.3232894955884801,76.0,0.7146662227401365,7.0,0.0,0.0,1.0,0.0,1.0,55.0,9.0,12.0,1.2,0.0,49.8,1.0,0.0,2.8903717578961645,0.0,0.0,0.0,0.0,12.0,5.0,1.9934183710881515,6.8,0
180.0,41.0,7.0,3.0,1.0,0.0,17.0,7.0,5.198497031265826,1.0,0.36431513903192586,0.1972193614830072,0.11457260556127703,0.1840885684860968,0.5414397501905169,7.57198844937744,0.3532440782698249,0.6818181818181818,0.028409090909090908,-0.12314105452906711,3.784189633918261,-0.48192771084337355,3.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,9.0,3.0,1.0,6.0,0.3232894955884801,76.0,0.7146662227401365,7.0,0.0,0.0,1.0,0.0,1.0,55.0,10.0,2.0,0.25,0.0,45.0,1.0,0.0,2.8903717578961645,0.0,0.0,0.0,0.0,2.0,5.0,0.483988293431086,10.25,0
180.0,70.0,11.0,8.0,4.0,2.0,17.0,7.0,5.198497031265826,1.0,0.36431513903192586,0.5005149330587023,0.8918640576725025,0.5677136972193615,1.4438393338413784,7.57198844937744,0.3532440782698249,0.5125,0.0,-0.12314105452906711,3.784189633918261,0.2951807228915662,3.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,4.0,2.0,1.0,8.0,0.3232894955884801,76.0,0.7146662227401365,7.0,0.0,0.0,1.0,0.0,1.0,53.0,9.0,14.0,0.4444444444444444,0.2222222222222222,20.0,1.0,1.0,2.8903717578961645,0.0,0.0,0.0,0.0,14.0,6.0,2.41994146715543,7.777777777777778,0
249.0,38.0,6.0,5.0,1.0,0.0,17.0,7.0,5.521460917862246,2.0,0.506951596292482,0.1972193614830072,0.430226570545829,0.1840885684860968,0.9023995836508616,7.57198844937744,0.4649845520082389,0.7609756097560976,0.6556291390728477,0.21113114015322224,3.784189633918261,-0.48192771084337355,3.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0,9.0,2.0,1.0,15.0,0.3232894955884801,76.0,0.7146662227401365,7.0,0.0,0.0,1.0,0.0,1.0,56.0,9.0,2.0,0.16666666666666666,0.0,41.5,1.0,0.0,2.8903717578961645,0.0,0.0,0.0,0.0,2.0,5.0,0.4600196240972657,6.333333333333333,0
249.0,68.0,11.0,9.0,1.0,0.0,17.0,7.0,5.521460917862246,2.0,0.28174603174603174,0.20634920634920634,0.9484126984126984,0.1626984126984127,1.449016100178891,4.844187086458591,0.21428571428571427,0.7609756097560976,0.6556291390728477,0.21113114015322224,3.784189633918261,-0.48192771084337355,3.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,15.0,0.02097552855002497,36.0,0.02097552855002497,4.0,0.0,0.0,1.0,0.0,1.0,47.0,9.0,2.0,0.1,0.0,24.9,1.0,0.0,2.8903717578961645,0.0,0.0,1.0,0.0,2.0,5.0,0.4600196240972657,6.8,0
249.0,70.0,14.0,4.0,3.0,0.0,17.0,7.0,5.521460917862246,2.0,0.506951596292482,0.42713697219361485,0.2520597322348095,0.38851699279093715,0.7219196669206892,7.57198844937744,0.4649845520082389,0.7609756097560976,0.6556291390728477,0.21113114015322224,3.784189633918261,0.03614457831325296,3.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,1.0,15.0,0.3232894955884801,76.0,0.7146662227401365,7.0,1.0,0.0,1.0,0.0,1.0,53.0,9.0,6.0,0.6,0.0,49.8,1.0,0.0,2.8903717578961645,0.0,0.0,0.0,0.0,6.0,6.0,1.07337912289362,14.0,0
180.0,39.0,7.0,3.0,0.0,0.0,17.0,7.0,5.198497031265826,1.0,0.36431513903192586,0.05895983522142122,0.11457260556127703,0.05535530381050464,0.5414397501905169,7.57198844937744,0.3532440782698249,0.16390041493775934,-0.7342143906020558,-0.12314105452906711,3.784189633918261,-0.7409638554216867,2.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,3.0,1.0,4.0,0.3232894955884801,76.0,0.7146662227401365,7.0,0.0,0.0,1.0,0.0,1.0,43.0,7.0,0.0,0.0,0.0,45.0,0.0,0.0,2.8903717578961645,0.0,0.0,0.0,0.0,0.0,4.0,0.16132943114369533,9.75,0
249.0,68.0,11.0,6.0,0.0,0.0,17.0,7.0,5.521460917862246,2.0,0.506951596292482,0.05895983522142122,0.603244078269825,0.05535530381050464,1.0828795003810339,7.57198844937744,0.4649845520082389,0.6176470588235294,0.1848341232227488,0.21113114015322224,3.784189633918261,-0.7409638554216867,3.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,21.0,0.3232894955884801,76.0,0.7146662227401365,7.0,0.0,0.0,1.0,0.0,1.0,48.0,9.0,0.0,0.0,0.0,35.57142857142857,0.0,0.0,2.8903717578961645,0.0,0.0,0.0,0.0,0.0,5.0,0.15333987469908858,9.714285714285714,0
249.0,60.0,11.0,3.0,7.0,0.0,17.0,7.0,5.521460917862246,2.0,0.28174603174603174,0.6468253968253969,0.07539682539682539,0.5396825396825397,0.483005366726297,4.844187086458591,0.21428571428571427,0.6176470588235294,0.1848341232227488,0.21113114015322224,3.784189633918261,1.072289156626506,2.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,4.0,2.0,1.0,21.0,0.02097552855002497,36.0,0.02097552855002497,4.0,0.0,0.0,1.0,0.0,1.0,36.0,7.0,14.0,1.75,0.0,62.25,1.0,0.0,2.8903717578961645,0.0,0.0,1.0,0.0,14.0,5.0,2.3000981204863287,15.0,0
249.0,68.0,11.0,6.0,10.0,0.0,17.0,7.0,5.521460917862246,2.0,0.5,0.738255033557047,0.5201342281879194,0.6778523489932886,1.0034796273431361,5.0106352940962555,0.46308724832214765,0.6435185185185185,0.17096018735362997,0.21113114015322224,3.784189633918261,1.8493975903614457,3.0,1.0,1.0,0.0,4.0,3.0,0.0,1.0,2.0,3.0,1.0,14.0,0.024804394872648575,74.0,0.04494756117862494,0.0,0.0,0.0,1.0,0.0,1.0,52.0,10.0,20.0,1.4285714285714286,0.0,35.57142857142857,1.0,0.0,2.8903717578961645,0.0,0.0,0.0,0.0,20.0,5.0,3.2201373686808603,9.714285714285714,0
249.0,71.0,11.0,3.0,0.0,0.0,17.0,7.0,5.521460917862246,2.0,0.506951596292482,0.05895983522142122,0.11457260556127703,0.05535530381050464,0.5414397501905169,7.57198844937744,0.4649845520082389,0.6435185185185185,0.17096018735362997,0.21113114015322224,3.784189633918261,-0.7409638554216867,3.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,9.0,3.0,1.0,14.0,0.3232894955884801,76.0,0.7146662227401365,7.0,0.0,0.0,1.0,0.0,1.0,50.0,9.0,0.0,0.0,0.0,62.25,0.0,0.0,2.8903717578961645,0.0,0.0,0.0,0.0,0.0,5.0,0.15333987469908858,17.75,0
